tweet_id,user_id,tweet_text,timestamp,timestamp.1,likes,retweets,replies,impressions,engagement
T19432,9743,Data pipeline broke @ midnight!!!,android,2025-01-19T08:36:00.000Z,11029,4564,147,1422,589
T19441,7359,Great product!!! #AI,api,2025-01-04T17:41:00.000Z,11121,2013,902,1487,862
T19443,2347,Great product!!! #AI,android,2025-01-15T19:01:00.000Z,1599,452,587,610,1541
T19450,8953,Error###Detected,api,2025-01-02T03:54:00.000Z,1450,2198,811,1788,1106
T19485,7908,Worst service ever :(,android,2025-01-21T12:18:00.000Z,7867,194,381,1487,1980
T19490,5954,Worst service ever :(,android,2025-01-09T11:24:00.000Z,16696,769,191,2915,729
T19492,3511,Streaming $$$ working,android,2025-01-07T04:11:00.000Z,3725,554,768,1817,1509
T19495,5866,Love this!!! 😊,api,2025-01-05T22:10:00.000Z,3557,85,245,30,1529
T19510,6256,Error###Detected,ios,2025-01-19T18:36:00.000Z,5674,233,798,2634,1385
T19530,5557,Good & Bad mixed!!!,android,2025-01-22T18:50:00.000Z,1792,4063,12,221,1312
T19532,5895,Null?? value??,android,2025-01-15T17:15:00.000Z,3859,2471,520,1287,1338
T19542,2133,Worst service ever :(,api,2025-01-22T17:01:00.000Z,18019,3312,212,330,367
T19545,2457,Great product!!! #AI,android,2025-01-15T03:27:00.000Z,2352,3854,309,1318,1001
T19562,3439,Testing!!!@@@###,android,2025-01-04T19:09:00.000Z,14294,2554,640,1487,1700
T1957,7566,Error###Detected,web,2025-01-15T15:12:00.000Z,10138,3710,206,2755,1956
T19575,2428,Null?? value??,api,2025-01-20T07:24:00.000Z,18308,4519,528,2610,1409
T19576,9483,Error###Detected,android,2025-01-12T16:01:34.000Z,4589,4789,735,1788,401
T19580,3131,Error###Detected,web,2025-01-09T10:35:00.000Z,4877,3574,385,1238,1421
T19581,8985,Error###Detected,web,2025-01-16T10:22:00.000Z,435,2117,215,1487,605
T1959,1793,Worst service ever :(,api,2025-01-10T13:26:00.000Z,4851,346,504,1487,1621
T19592,4419,Null?? value??,android,2025-01-05T04:04:00.000Z,19539,72,689,2463,66
T19594,1574,Good & Bad mixed!!!,ios,2025-01-09T10:27:00.000Z,3270,2471,714,2527,1525
T1961,6382,Good & Bad mixed!!!,ios,2025-01-17T12:22:00.000Z,16531,704,50,260,166
T19619,4417,Testing!!!@@@###,android,2025-01-22T03:03:00.000Z,17577,1380,442,1480,452
T19620,5767,Error###Detected,android,2025-01-18T05:50:00.000Z,17020,859,388,2149,1877
T1963,4806,Null?? value??,android,2025-01-07T02:19:00.000Z,14338,4460,465,1370,540
T19659,1430,Good & Bad mixed!!!,web,2025-01-13T08:43:00.000Z,245,2669,549,595,1243
T19664,3535,Good & Bad mixed!!!,ios,2025-01-02T18:41:00.000Z,1069,2657,274,2768,903
T19667,9711,Null?? value??,web,2025-01-22T07:14:00.000Z,14413,2266,492,2806,1704
T1967,6496,Streaming $$$ working,api,2025-01-19T11:54:00.000Z,4720,1499,111,276,106
T19673,9571,Streaming $$$ working,ios,2025-01-07T16:31:00.000Z,18850,959,259,758,1860
T19677,2673,Love this!!! 😊,android,2025-01-05T04:11:00.000Z,13600,3596,509,1588,1242
T19687,6316,Null?? value??,api,2025-01-14T18:42:00.000Z,19510,3535,123,2032,1662
T19705,4527,Good & Bad mixed!!!,ios,2025-01-07T21:06:00.000Z,3118,48,492,2297,476
T19730,3108,Spark > Hadoop ???,api,2025-01-23T15:52:00.000Z,15344,325,492,1013,10
T19757,2488,Love this!!! 😊,android,2025-01-08T04:18:00.000Z,10794,4533,872,1487,224
T19763,2915,Good & Bad mixed!!!,android,2025-01-02T09:50:00.000Z,3669,2863,372,2014,84
T19766,8998,Streaming $$$ working,web,2025-01-18T20:09:00.000Z,14956,168,152,1182,1070
T19798,7119,Love this!!! 😊,ios,2025-01-06T15:49:00.000Z,2973,1519,767,695,1423
T198,8881,Spark > Hadoop ???,api,2025-01-04T02:11:00.000Z,14546,3272,669,2325,1360
T19817,4094,Love this!!! 😊,android,2025-01-16T14:34:00.000Z,15591,3521,746,964,1353
T19818,8321,Error###Detected,ios,2025-01-23T10:39:00.000Z,18158,1975,676,1911,1001
T19823,8334,Data pipeline broke @ midnight!!!,ios,2025-01-11T11:01:00.000Z,3799,4068,845,2543,1726
T19833,3022,Spark > Hadoop ???,web,2025-01-15T15:45:00.000Z,17755,4724,304,357,1324
T19836,7984,Error###Detected,api,2025-01-11T20:49:00.000Z,8040,3724,439,1487,769
T19839,9747,Testing!!!@@@###,api,2025-01-14T04:12:00.000Z,11018,24,111,428,1187
T19846,1787,Testing!!!@@@###,api,2025-01-14T01:26:00.000Z,17802,1672,976,1299,1361
T1985,6874,Testing!!!@@@###,ios,2025-01-11T16:44:00.000Z,19250,13,478,2386,351
T19852,2857,Great product!!! #AI,android,2025-01-03T10:10:00.000Z,8507,348,668,1182,656
T19853,6924,Data pipeline broke @ midnight!!!,ios,2025-01-06T03:07:00.000Z,16691,1714,190,1476,1908
T19858,7094,Data pipeline broke @ midnight!!!,unknown,2025-01-04T07:15:00.000Z,19984,612,87,610,1773
T1986,2097,Worst service ever :(,ios,2025-01-08T13:10:00.000Z,10027,4770,452,718,1901
T19878,7663,Good & Bad mixed!!!,ios,2025-01-15T15:24:00.000Z,10027,1123,795,474,1354
T1988,3137,Great product!!! #AI,api,2025-01-18T20:39:00.000Z,13208,4832,560,514,1071
T19881,9226,Error###Detected,web,2025-01-17T21:32:00.000Z,19780,36,264,322,1131
T19885,9065,Testing!!!@@@###,android,2025-01-02T16:11:00.000Z,16971,4148,492,456,1122
T19887,4518,Data pipeline broke @ midnight!!!,api,2025-01-21T08:28:00.000Z,16776,4381,492,1220,1379
T1989,2693,Love this!!! 😊,ios,2025-01-13T06:52:00.000Z,13836,4499,492,1843,1460
T19894,8008,Worst service ever :(,android,2025-01-17T16:03:00.000Z,11842,3249,471,2428,659
T19896,9653,Great product!!! #AI,api,2025-01-19T18:23:00.000Z,15818,3636,249,1355,1389
T19922,3391,Love this!!! 😊,api,2025-01-10T00:47:00.000Z,8877,4362,981,2248,881
T19936,7766,Testing!!!@@@###,web,2025-01-18T11:38:00.000Z,9473,2806,96,887,1001
T19941,8515,Null?? value??,api,2025-01-05T05:22:00.000Z,16282,3878,229,2810,148
T19945,9309,Good & Bad mixed!!!,unknown,2025-01-14T21:13:00.000Z,4047,4901,886,331,836
T19951,8993,Love this!!! 😊,android,2025-01-06T22:16:00.000Z,9543,1960,283,46,391
T19953,2252,Good & Bad mixed!!!,ios,2025-01-05T16:19:00.000Z,18725,1425,969,2918,1267
T19956,2353,Data pipeline broke @ midnight!!!,ios,2025-01-12T16:01:34.000Z,4022,3348,12,1711,687
T19957,3030,Null?? value??,ios,2025-01-04T18:18:00.000Z,12764,2083,94,1487,280
T19958,8127,Data pipeline broke @ midnight!!!,ios,2025-01-12T16:01:34.000Z,2987,2629,166,1044,1469
T19959,5734,Spark > Hadoop ???,web,2025-01-19T22:46:00.000Z,17530,1680,669,953,461
T19966,1622,Streaming $$$ working,android,2025-01-16T04:44:00.000Z,14784,881,503,1807,1259
T19993,2412,Error###Detected,web,2025-01-06T18:56:00.000Z,13227,4774,156,1101,885
T20000,9695,Worst service ever :(,web,2025-01-18T00:30:00.000Z,11517,81,786,1284,1325
T20007,8742,Spark > Hadoop ???,android,2025-01-06T06:18:00.000Z,19440,345,594,760,698
T20018,8702,Love this!!! 😊,web,2025-01-14T23:34:00.000Z,178,3615,271,373,756
T20021,1261,Worst service ever :(,ios,2025-01-08T13:16:00.000Z,10027,3101,767,1045,1940
T20025,3758,Streaming $$$ working,web,2025-01-23T16:42:00.000Z,9484,4648,492,1473,1877
T20027,8471,Streaming $$$ working,web,2025-01-05T01:27:00.000Z,17812,4903,134,40,993
T2003,2917,Testing!!!@@@###,ios,2025-01-06T05:57:00.000Z,11897,3312,322,848,1592
T20036,4122,Great product!!! #AI,android,2025-01-15T14:41:00.000Z,566,3110,412,2363,1930
T20057,3847,Streaming $$$ working,ios,2025-01-21T04:02:00.000Z,3617,2134,262,1901,1754
T20059,2929,Worst service ever :(,ios,2025-01-20T01:46:00.000Z,19390,911,500,586,846
T20061,2001,Streaming $$$ working,api,2025-01-21T20:49:00.000Z,10027,4783,586,2372,625
T20113,1971,Testing!!!@@@###,api,2025-01-12T04:31:00.000Z,15906,4589,912,1852,1134
T20132,7600,Love this!!! 😊,ios,2025-01-23T04:35:00.000Z,19046,4410,910,2269,100
T20137,6842,Spark > Hadoop ???,android,2025-01-17T06:43:00.000Z,4037,4942,656,1547,486
T20146,5110,Error###Detected,android,2025-01-06T15:19:00.000Z,1432,3665,753,126,816
T20147,7072,Data pipeline broke @ midnight!!!,web,2025-01-06T22:00:00.000Z,1670,250,25,153,1312
T20169,8773,Streaming $$$ working,ios,2025-01-07T03:33:00.000Z,9615,588,943,2622,1001
T20170,2806,Data pipeline broke @ midnight!!!,web,2025-01-17T16:12:00.000Z,6582,453,634,2752,1723
T20173,5232,Streaming $$$ working,android,2025-01-10T05:39:00.000Z,13866,3109,780,1683,653
T20176,7161,Great product!!! #AI,android,2025-01-19T00:20:00.000Z,4693,3837,909,2310,1883
T20183,2549,Data pipeline broke @ midnight!!!,android,2025-01-23T15:22:00.000Z,6034,2335,67,603,1838
T20214,2793,Streaming $$$ working,api,2025-01-09T21:53:00.000Z,19828,3519,711,598,1705
T20223,1091,Streaming $$$ working,web,2025-01-04T13:31:00.000Z,10027,728,448,1303,759
T20231,5717,Error###Detected,android,2025-01-14T08:54:00.000Z,15867,1609,62,1487,675
T20238,9219,Spark > Hadoop ???,web,2025-01-10T17:44:00.000Z,10928,4857,844,1455,235
T20243,7639,Worst service ever :(,web,2025-01-14T20:33:00.000Z,10579,3821,953,2248,549
T20251,1076,Spark > Hadoop ???,unknown,2025-01-17T14:08:00.000Z,16361,1190,968,1474,369
T20262,7711,Great product!!! #AI,api,2025-01-10T07:42:00.000Z,12132,4080,362,692,477
T20264,2066,Love this!!! 😊,api,2025-01-19T18:08:00.000Z,10215,805,191,558,1693
T20265,8475,Love this!!! 😊,api,2025-01-10T09:24:00.000Z,13170,2055,182,1432,1877
T20266,7518,Great product!!! #AI,web,2025-01-15T03:20:00.000Z,10027,3113,206,2363,439
T20278,1866,Data pipeline broke @ midnight!!!,android,2025-01-21T06:07:00.000Z,11103,2471,531,600,1829
T20281,8327,Error###Detected,android,2025-01-20T21:03:00.000Z,6414,1747,986,2115,830
T20287,7199,Testing!!!@@@###,web,2025-01-01T18:13:00.000Z,8228,2471,953,1012,941
T2030,3195,Null?? value??,api,2025-01-20T01:51:00.000Z,4479,4470,585,201,1585
T20328,9962,Spark > Hadoop ???,ios,2025-01-18T13:21:00.000Z,12824,761,909,1581,1957
T20331,8655,Testing!!!@@@###,ios,2025-01-12T16:01:34.000Z,10470,590,766,2334,750
T20341,1990,Null?? value??,ios,2025-01-13T01:32:00.000Z,7320,1866,121,296,1288
T2037,8118,Great product!!! #AI,api,2025-01-13T06:19:00.000Z,1264,3809,559,471,1961
T20381,5577,Worst service ever :(,android,2025-01-23T10:33:00.000Z,17504,2471,170,826,162
T20386,6197,Streaming $$$ working,web,2025-01-23T03:13:00.000Z,3170,180,103,1487,1582
T20391,6609,Love this!!! 😊,api,2025-01-06T23:04:00.000Z,19692,900,757,2315,1152
T20396,8433,Streaming $$$ working,ios,2025-01-09T04:15:00.000Z,10027,2471,617,2574,1933
T20398,4918,Testing!!!@@@###,ios,2025-01-13T15:39:00.000Z,18723,3434,331,1039,657
T20417,9655,Worst service ever :(,web,2025-01-01T11:48:00.000Z,7193,195,327,336,1308
T20424,6639,Great product!!! #AI,android,2025-01-06T04:49:00.000Z,11917,169,763,335,1965
T20432,6153,Great product!!! #AI,ios,2025-01-21T02:08:00.000Z,8164,3426,18,708,188
T20447,8204,Great product!!! #AI,unknown,2025-01-18T08:37:00.000Z,7941,1277,32,1045,1351
T20463,5538,Worst service ever :(,android,2025-01-17T12:16:00.000Z,16999,4141,38,598,1849
T2048,7600,Null?? value??,ios,2025-01-17T04:13:00.000Z,6183,4912,298,1546,163
T20490,5001,Streaming $$$ working,api,2025-01-23T21:14:00.000Z,19395,1318,661,605,302
T20492,2195,Testing!!!@@@###,web,2025-01-12T16:01:34.000Z,3819,3192,308,2379,846
T20499,2487,Streaming $$$ working,web,2025-01-05T11:24:00.000Z,4562,2120,319,2711,228
T20500,2042,Spark > Hadoop ???,ios,2025-01-04T17:04:00.000Z,5701,2661,622,740,1001
T20516,7798,Error###Detected,api,2025-01-02T06:32:00.000Z,7864,996,358,433,294
T20520,8544,Error###Detected,ios,2025-01-06T01:44:00.000Z,17345,2062,850,718,1967
T20530,3868,Good & Bad mixed!!!,ios,2025-01-12T16:01:34.000Z,6954,3587,439,131,296
T20534,2502,Data pipeline broke @ midnight!!!,web,2025-01-12T16:01:34.000Z,10672,1001,660,1813,892
T20548,9370,Good & Bad mixed!!!,android,2025-01-09T07:44:00.000Z,6077,3667,889,98,791
T20559,1214,Testing!!!@@@###,api,2025-01-14T00:50:00.000Z,18854,2664,11,63,1558
T20576,1002,Spark > Hadoop ???,api,2025-01-10T15:41:00.000Z,15128,4976,881,2557,1001
T20577,7791,Spark > Hadoop ???,web,2025-01-20T19:12:00.000Z,16858,1774,404,2645,139
T20594,9791,Worst service ever :(,api,2025-01-03T04:44:00.000Z,12400,1276,925,1916,37
T20600,5400,Love this!!! 😊,web,2025-01-20T21:49:00.000Z,7551,3099,284,1487,1731
T2061,2056,Good & Bad mixed!!!,api,2025-01-04T22:00:00.000Z,19787,3235,350,1216,1857
T20616,4606,Null?? value??,web,2025-01-12T04:35:00.000Z,10027,2656,123,2149,1528
T20618,2397,Streaming $$$ working,web,2025-01-15T21:39:00.000Z,13828,1764,670,278,1250
T20629,3423,Streaming $$$ working,ios,2025-01-16T03:46:00.000Z,5509,4470,39,569,921
T20631,6259,Great product!!! #AI,ios,2025-01-20T07:11:00.000Z,16221,4850,69,2406,125
T20634,6888,Data pipeline broke @ midnight!!!,ios,2025-01-17T17:34:00.000Z,1800,2471,754,557,1829
T20642,4261,Streaming $$$ working,web,2025-01-12T16:01:34.000Z,10027,2507,484,2705,68
T20652,3677,Null?? value??,unknown,2025-01-02T20:58:00.000Z,8602,1499,544,1403,696
T20658,6448,Great product!!! #AI,web,2025-01-13T05:18:00.000Z,12586,801,886,1489,1001
T20681,1460,Spark > Hadoop ???,unknown,2025-01-17T04:31:00.000Z,11223,3699,758,2400,1931
T20682,1339,Great product!!! #AI,ios,2025-01-13T16:39:00.000Z,15955,292,444,1132,1051
T20685,6028,Great product!!! #AI,ios,2025-01-08T09:11:00.000Z,9784,671,901,2126,1528
T20710,7251,Error###Detected,api,2025-01-04T15:43:00.000Z,10082,1428,811,1100,55
T20719,1773,Good & Bad mixed!!!,ios,2025-01-21T16:10:00.000Z,6648,1711,694,2081,1356
T20744,6456,Testing!!!@@@###,android,2025-01-07T14:39:00.000Z,17291,2471,33,1330,701
T20756,8157,Data pipeline broke @ midnight!!!,ios,2025-01-18T23:48:00.000Z,19380,395,78,2917,781
T20766,9991,Data pipeline broke @ midnight!!!,web,2025-01-13T08:15:00.000Z,7096,1518,285,1212,1119
T20767,2365,Great product!!! #AI,ios,2025-01-05T03:01:00.000Z,657,3691,917,2525,159
T20784,3417,Data pipeline broke @ midnight!!!,android,2025-01-01T02:00:00.000Z,14582,1578,966,1992,1001
T2080,9750,Testing!!!@@@###,ios,2025-01-12T16:01:34.000Z,4484,2471,837,884,78
T20800,7897,Love this!!! 😊,api,2025-01-21T21:39:00.000Z,4967,1718,155,1487,1670
T20805,1786,Testing!!!@@@###,android,2025-01-10T03:16:00.000Z,10206,1801,425,2883,892
T20806,9743,Null?? value??,api,2025-01-12T16:01:34.000Z,3646,1106,3,2849,1391
T20808,3287,Testing!!!@@@###,ios,2025-01-07T05:12:00.000Z,5891,479,836,1714,105
T20821,2553,Error###Detected,api,2025-01-09T06:03:00.000Z,6344,79,880,2958,1836
T20823,4970,Error###Detected,android,2025-01-01T11:08:00.000Z,356,3646,904,1588,1543
T20827,3481,Null?? value??,api,2025-01-13T21:20:00.000Z,9971,1194,333,1034,1862
T20838,5086,Data pipeline broke @ midnight!!!,api,2025-01-08T02:53:00.000Z,8174,2347,247,887,728
T20842,3867,Worst service ever :(,web,2025-01-13T06:40:00.000Z,2575,1186,402,1487,32
T20862,6753,Streaming $$$ working,web,2025-01-11T12:13:00.000Z,11309,1509,863,789,1796
T20863,5942,Null?? value??,android,2025-01-11T03:57:00.000Z,17622,15,45,866,1821
T20864,2621,Love this!!! 😊,web,2025-01-07T05:55:00.000Z,947,2755,371,2193,979
T20867,3068,Great product!!! #AI,android,2025-01-16T15:07:00.000Z,3630,2968,160,2703,1321
T20872,5954,Great product!!! #AI,ios,2025-01-19T18:52:00.000Z,2808,3418,156,1725,1703
T20873,3036,Spark > Hadoop ???,web,2025-01-01T07:22:00.000Z,15851,4795,264,599,1569
T20876,7440,Testing!!!@@@###,ios,2025-01-13T23:20:00.000Z,16384,1886,310,191,400
T20878,3280,Data pipeline broke @ midnight!!!,android,2025-01-22T19:37:00.000Z,1912,607,517,2336,1888
T20894,1432,Testing!!!@@@###,ios,2025-01-04T12:49:00.000Z,5010,3770,116,1597,19
T20897,9616,Love this!!! 😊,web,2025-01-13T11:30:00.000Z,2656,379,966,2768,1001
T20904,5351,Great product!!! #AI,web,2025-01-09T10:48:00.000Z,19959,4464,195,1753,1182
T20907,1210,Streaming $$$ working,api,2025-01-15T23:03:00.000Z,9886,4425,686,824,112
T20910,6122,Worst service ever :(,web,2025-01-13T01:24:00.000Z,6390,2960,977,1179,443
T20922,8527,Data pipeline broke @ midnight!!!,unknown,2025-01-20T17:55:00.000Z,3808,4031,588,1629,206
T2093,1814,Testing!!!@@@###,api,2025-01-02T13:26:00.000Z,8986,353,75,497,1972
T20941,7803,Null?? value??,api,2025-01-24T02:56:00.000Z,10027,3125,735,1055,1921
T2095,4406,Spark > Hadoop ???,android,2025-01-08T02:32:00.000Z,5260,4669,917,2943,492
T20969,9691,Love this!!! 😊,android,2025-01-13T02:17:00.000Z,8942,2837,396,2631,1171
T20974,9824,Worst service ever :(,ios,2025-01-10T07:15:00.000Z,18453,4805,814,2128,1001
T20978,4550,Love this!!! 😊,ios,2025-01-14T00:30:00.000Z,7199,1775,50,1099,1224
T20984,3013,Streaming $$$ working,api,2025-01-11T07:47:00.000Z,10027,2690,733,434,280
T20998,7900,Data pipeline broke @ midnight!!!,ios,2025-01-14T11:12:00.000Z,4942,1057,751,2180,1425
T21027,2605,Data pipeline broke @ midnight!!!,ios,2025-01-11T06:23:00.000Z,14308,1538,492,2058,884
T21029,2227,Good & Bad mixed!!!,android,2025-01-11T22:12:00.000Z,13848,4828,967,1727,245
T2105,7603,Data pipeline broke @ midnight!!!,api,2025-01-06T11:27:00.000Z,5143,2150,555,698,1588
T21069,7080,Error###Detected,android,2025-01-15T03:40:00.000Z,19495,3559,492,1534,858
T21075,5463,Null?? value??,android,2025-01-07T23:41:00.000Z,18341,2779,148,2609,266
T21082,7234,Testing!!!@@@###,api,2025-01-15T01:34:00.000Z,14067,4929,433,707,1737
T21085,6835,Data pipeline broke @ midnight!!!,web,2025-01-20T08:49:00.000Z,5512,1673,753,2318,1091
T21091,5035,Great product!!! #AI,web,2025-01-18T01:37:00.000Z,18890,3270,19,2660,609
T21092,7641,Testing!!!@@@###,android,2025-01-20T01:12:00.000Z,3324,2529,930,2138,1531
T21106,4918,Data pipeline broke @ midnight!!!,api,2025-01-09T09:46:00.000Z,10027,2642,250,1048,1668
T21119,5414,Error###Detected,unknown,2025-01-07T14:23:00.000Z,10207,1955,332,756,1278
T21137,2781,Love this!!! 😊,ios,2025-01-04T00:38:00.000Z,4073,4542,371,1997,452
T21143,3674,Testing!!!@@@###,api,2025-01-01T19:39:00.000Z,10027,3383,702,2240,35
T21147,9137,Good & Bad mixed!!!,api,2025-01-16T07:12:00.000Z,5630,3034,492,2689,640
T21162,6891,Spark > Hadoop ???,api,2025-01-08T19:15:00.000Z,16399,2471,711,774,572
T21169,6915,Testing!!!@@@###,api,2025-01-24T03:29:00.000Z,10027,2068,192,9,180
T21176,1023,Testing!!!@@@###,api,2025-01-03T10:49:00.000Z,19287,2527,682,804,1739
T21194,8207,Good & Bad mixed!!!,api,2025-01-14T19:22:00.000Z,11282,4499,919,2838,719
T212,4660,Love this!!! 😊,ios,2025-01-23T16:58:00.000Z,3798,1718,630,2656,727
T21203,9366,Error###Detected,android,2025-01-19T02:14:00.000Z,19989,184,444,65,711
T21213,6224,Error###Detected,web,2025-01-12T09:41:00.000Z,10027,992,641,1620,243
T21214,4182,Spark > Hadoop ???,ios,2025-01-02T02:31:00.000Z,19473,4751,856,1155,472
T21217,1213,Love this!!! 😊,web,2025-01-18T16:20:00.000Z,8357,583,895,1487,1877
T21221,8665,Good & Bad mixed!!!,ios,2025-01-12T16:01:34.000Z,5357,4572,492,2678,1073
T21231,5413,Error###Detected,web,2025-01-17T06:57:00.000Z,821,2471,247,1219,1538
T21249,5239,Love this!!! 😊,unknown,2025-01-14T03:32:00.000Z,9585,2132,634,525,1462
T2125,8435,Spark > Hadoop ???,web,2025-01-02T10:15:00.000Z,10027,177,182,1852,301
T21251,3005,Good & Bad mixed!!!,api,2025-01-06T01:49:00.000Z,2693,4809,820,2887,1487
T21255,3565,Spark > Hadoop ???,android,2025-01-16T07:22:00.000Z,19842,329,823,748,1510
T21259,8779,Testing!!!@@@###,ios,2025-01-12T02:22:00.000Z,19954,1069,999,2651,966
T21260,8407,Worst service ever :(,ios,2025-01-03T14:57:00.000Z,2630,4370,95,1490,1075
T21277,5226,Streaming $$$ working,ios,2025-01-06T15:49:00.000Z,6491,4347,702,2080,421
T21279,9943,Worst service ever :(,web,2025-01-20T04:31:00.000Z,19324,3174,105,42,1106
T21281,9884,Error###Detected,ios,2025-01-04T07:31:00.000Z,729,4265,242,416,685
T21310,3260,Spark > Hadoop ???,ios,2025-01-12T17:48:00.000Z,19340,4493,679,1949,909
T21330,7796,Great product!!! #AI,android,2025-01-21T09:38:00.000Z,10000,4241,782,2286,40
T21332,2723,Streaming $$$ working,android,2025-01-21T00:21:00.000Z,15780,4202,821,820,600
T21349,9574,Error###Detected,api,2025-01-12T14:43:00.000Z,4318,2471,492,1862,1001
T2135,5407,Spark > Hadoop ???,unknown,2025-01-15T14:54:00.000Z,17191,362,637,1115,111
T21351,6462,Data pipeline broke @ midnight!!!,ios,2025-01-10T06:55:00.000Z,14163,3735,549,1460,1543
T2136,4619,Streaming $$$ working,web,2025-01-17T09:25:00.000Z,15935,1641,276,1813,961
T21360,4209,Null?? value??,android,2025-01-01T08:53:00.000Z,10034,909,587,921,1220
T21362,9738,Great product!!! #AI,android,2025-01-01T00:26:00.000Z,10700,2531,92,1803,225
T2137,5251,Spark > Hadoop ???,ios,2025-01-11T14:56:00.000Z,17395,3893,232,2393,993
T21407,7470,Worst service ever :(,ios,2025-01-04T17:29:00.000Z,14829,1235,905,812,549
T21408,6337,Worst service ever :(,ios,2025-01-21T21:57:00.000Z,19280,3815,421,1039,1744
T21441,6446,Streaming $$$ working,web,2025-01-03T08:13:00.000Z,12209,2385,836,697,764
T21450,8666,Good & Bad mixed!!!,api,2025-01-07T18:25:00.000Z,11861,1575,242,2806,103
T21458,6987,Worst service ever :(,api,2025-01-22T09:26:00.000Z,2476,2351,775,1381,1344
T21468,4214,Testing!!!@@@###,ios,2025-01-17T22:20:00.000Z,1155,335,319,505,42
T21483,4542,Worst service ever :(,android,2025-01-06T09:02:00.000Z,7230,2026,934,581,1001
T21496,1694,Data pipeline broke @ midnight!!!,android,2025-01-18T14:20:00.000Z,7337,3819,287,2294,232
T21497,7945,Worst service ever :(,ios,2025-01-19T18:12:00.000Z,10027,2471,444,2227,292
T21507,4230,Worst service ever :(,android,2025-01-24T00:01:00.000Z,18895,1798,913,1339,1669
T21510,7308,Good & Bad mixed!!!,api,2025-01-12T20:32:00.000Z,15676,581,743,1029,1435
T21526,8063,Error###Detected,unknown,2025-01-12T16:01:34.000Z,7735,2069,882,632,533
T21544,8020,Spark > Hadoop ???,android,2025-01-13T22:38:00.000Z,10172,3402,371,579,1722
T21564,1457,Data pipeline broke @ midnight!!!,ios,2025-01-03T13:08:00.000Z,11708,688,5,1069,1701
T21578,3531,Testing!!!@@@###,api,2025-01-01T09:15:00.000Z,16135,1920,414,1570,352
T21586,1534,Spark > Hadoop ???,api,2025-01-21T08:58:00.000Z,7749,4328,540,2720,475
T21595,5321,Great product!!! #AI,android,2025-01-13T07:58:00.000Z,10027,1046,127,2009,1356
T216,5749,Null?? value??,ios,2025-01-07T01:30:00.000Z,4939,174,141,1856,1001
T21603,8862,Streaming $$$ working,android,2025-01-12T05:28:00.000Z,18916,2187,17,474,302
T21611,3187,Testing!!!@@@###,api,2025-01-04T17:01:00.000Z,11883,1611,456,375,982
T21613,2171,Testing!!!@@@###,api,2025-01-13T09:56:00.000Z,6906,412,25,131,457
T21642,1752,Error###Detected,unknown,2025-01-05T01:16:00.000Z,5065,4634,727,647,1844
T21660,7996,Spark > Hadoop ???,android,2025-01-21T20:15:00.000Z,17488,4353,405,264,1140
T21662,8595,Good & Bad mixed!!!,api,2025-01-05T11:58:00.000Z,8206,1216,1000,2768,1223
T21666,7693,Good & Bad mixed!!!,ios,2025-01-13T12:32:00.000Z,18827,509,557,1589,58
T21689,2237,Null?? value??,web,2025-01-05T00:53:00.000Z,3507,4814,470,1290,514
T21694,2802,Worst service ever :(,android,2025-01-08T23:43:00.000Z,15514,1102,327,2474,1942
T21699,7079,Love this!!! 😊,ios,2025-01-03T09:09:00.000Z,541,683,663,610,204
T217,7247,Streaming $$$ working,ios,2025-01-23T10:34:00.000Z,7243,3532,834,1549,11
T21710,7539,Worst service ever :(,android,2025-01-13T23:59:00.000Z,13988,1128,333,1880,22
T21719,1975,Great product!!! #AI,web,2025-01-18T18:54:00.000Z,597,1302,785,721,318
T21723,3852,Love this!!! 😊,api,2025-01-12T00:12:00.000Z,11780,3533,248,1117,1001
T21727,1526,Great product!!! #AI,android,2025-01-16T03:04:00.000Z,6234,3986,492,1230,1896
T21733,9389,Error###Detected,api,2025-01-20T20:07:00.000Z,11036,2597,155,447,862
T21738,8747,Good & Bad mixed!!!,ios,2025-01-14T16:56:00.000Z,3442,4468,202,215,682
T21748,1658,Great product!!! #AI,web,2025-01-24T01:24:00.000Z,8030,3461,718,1142,1621
T21749,6105,Great product!!! #AI,android,2025-01-09T03:02:00.000Z,12360,2024,268,1695,1252
T21752,7188,Good & Bad mixed!!!,android,2025-01-07T00:25:00.000Z,15870,947,313,2371,1805
T21763,6389,Data pipeline broke @ midnight!!!,android,2025-01-12T16:01:34.000Z,11641,3356,941,1303,166
T21789,2670,Error###Detected,android,2025-01-01T10:48:00.000Z,2244,3002,919,1726,1822
T21792,1871,Streaming $$$ working,android,2025-01-12T11:18:00.000Z,8449,1069,198,2985,202
T21796,6854,Null?? value??,api,2025-01-05T10:19:00.000Z,8067,1185,607,888,1179
T21797,5597,Testing!!!@@@###,android,2025-01-12T16:01:34.000Z,16715,3725,693,1187,1583
T218,3899,Good & Bad mixed!!!,android,2025-01-11T04:04:00.000Z,4513,3149,50,1737,1159
T21822,2389,Testing!!!@@@###,web,2025-01-17T03:01:00.000Z,19338,3746,849,2484,1714
T21835,5697,Spark > Hadoop ???,android,2025-01-13T12:22:00.000Z,18409,428,415,1850,680
T21836,1706,Good & Bad mixed!!!,web,2025-01-12T04:20:00.000Z,18125,2448,940,1170,988
T21845,9097,Streaming $$$ working,web,2025-01-23T10:34:00.000Z,19408,274,819,2776,984
