tweet_id,topic_category,tweet_timestamp,sentiment_score,positive_score,negative_score,neutral_score,impressions,likes,engagement_count
T18250,AI,2025-01-12T21:26:00.000Z,0.500796855,0.955008003,0.015740478,0.95576343,9451,4023,525
T18252,Finance,2025-01-17T16:14:00.000Z,0.687180633,0.198474449,0.13738222,0.913862416,14048,3639,26
T18259,Cloud,2025-01-22T20:20:00.000Z,0.500796855,0.918261112,0.185826227,0.985416007,15506,4593,420
T18260,Sports,2025-01-14T05:59:00.000Z,0.664451084,0.894005704,0.33702788,0.874833343,14832,4112,593
T18261,Sports,2025-01-16T13:09:00.000Z,0.500796855,0.662053019,0.227079705,0.504428297,19131,1396,877
T18266,Cloud,2025-01-10T08:25:00.000Z,0.251883494,0.539512535,0.12791797,0.458179478,2291,4158,227
T18269,Cloud,2025-01-04T08:48:00.000Z,0.051535099,0.125818018,0.076295864,0.176126835,7930,287,11
T18276,Sports,2025-01-20T14:05:00.000Z,0.500796855,0.49738816,0.74933064,0.823198326,10399,754,707
T18282,Finance,2025-01-19T23:08:00.000Z,0.216967952,0.004674918,0.980100722,0.844146241,18016,3353,209
T18286,Cloud,2025-01-02T11:37:00.000Z,0.500796855,0.339373174,0.800697918,0.052552139,11023,3859,501
T18287,Cloud,2025-01-16T01:23:00.000Z,0.120518532,0.456554771,0.546932711,0.989678841,5543,1607,501
T18307,Cloud,2025-01-04T14:03:00.000Z,0.989043331,0.184482263,0.073825296,0.797953719,11020,3659,790
T18314,Cloud,2025-01-18T23:07:00.000Z,0.500796855,0.090260768,0.912174767,0.096494741,10130,1083,33
T18321,Sports,2025-01-05T09:17:00.000Z,0.726684706,0.044038318,0.645460697,0.212303365,16378,2229,366
T18339,Cloud,2025-01-21T08:46:00.000Z,0.500796855,0.154469018,0.750536581,0.711965596,10364,3328,608
T18373,Cloud,2025-01-11T10:59:00.000Z,0.963398153,0.016599367,0.492344545,0.46244598,18281,327,178
T18386,Sports,2025-01-14T12:42:00.000Z,0.2035957,0.108092804,0.771476569,0.504428297,16610,1739,577
T1839,Finance,2025-01-12T22:27:00.000Z,0.45901172,0.140266173,0.492344545,0.066488161,3885,2506,830
T18396,Sports,2025-01-19T09:13:00.000Z,0.500796855,0.610664935,0.529981311,0.329990011,8645,1053,851
T18405,Cloud,2025-01-12T16:51:00.000Z,0.500796855,0.49738816,0.757166672,0.16679449,13921,624,453
T18421,Cloud,2025-01-13T04:03:00.000Z,0.791578511,0.853357591,0.259597242,0.705933571,7541,4476,111
T18448,AI,2025-01-09T15:29:00.000Z,0.41568906,0.491260715,0.492344545,0.42746919,3218,2864,835
T18450,Finance,2025-01-14T02:08:00.000Z,0.082430521,0.49738816,0.915494168,0.085977367,9018,798,461
T18457,Finance,2025-01-06T19:35:00.000Z,0.500796855,0.571716078,0.261883026,0.889820297,9061,1987,425
T1846,Finance,2025-01-01T11:33:00.000Z,0.379807317,0.102607223,0.003366521,0.853873847,7114,1813,585
T18460,Finance,2025-01-14T20:08:00.000Z,0.725557758,0.076818109,0.00764598,0.804132765,17094,2199,971
T18481,Sports,2025-01-14T01:37:00.000Z,0.198298643,0.863136322,0.007828382,0.797653865,2330,3706,180
T18493,Cloud,2025-01-07T15:28:00.000Z,0.500796855,0.504359883,0.116488708,0.099173579,13602,3460,31
T185,Sports,2025-01-09T11:41:00.000Z,0.500796855,0.426073179,0.465974983,0.705464065,13869,1095,294
T18503,Sports,2025-01-12T22:36:00.000Z,0.537899314,0.268974901,0.223055765,0.491178943,7879,1388,238
T18528,Cloud,2025-01-12T22:37:00.000Z,0.142641085,0.445611771,0.699338459,0.424167111,9152,1150,954
T1853,Cloud,2025-01-19T22:47:00.000Z,0.500796855,0.759972651,0.328910388,0.039460664,18570,1708,193
T18547,Cloud,2025-01-05T02:02:00.000Z,0.273149346,0.232438874,0.009597829,0.504428297,12464,3603,946
T18558,Cloud,2025-01-14T01:26:00.000Z,0.500796855,0.57868402,0.78241915,0.722279489,11192,2156,299
T18567,AI,2025-01-10T03:38:00.000Z,0.978625067,0.49738816,0.184575016,0.569125003,14464,4302,206
T18569,AI,2025-01-13T05:11:00.000Z,0.500796855,0.49738816,0.703629724,0.815201879,15768,2601,97
T18584,Sports,2025-01-07T03:14:00.000Z,0.069207988,0.182857819,0.019294883,0.075071165,8909,3857,276
T18585,AI,2025-01-08T23:46:00.000Z,0.696705512,0.49738816,0.603136777,0.625113141,10801,4226,815
T18586,AI,2025-01-12T04:23:00.000Z,0.026594487,0.496820056,0.492344545,0.517441702,17261,954,711
T18588,Sports,2025-01-17T19:04:00.000Z,0.500796855,0.668212049,0.989368811,0.648458605,2806,664,616
T18601,Finance,2025-01-22T19:52:00.000Z,0.935337011,0.842292335,0.244585829,0.669105352,6272,2620,665
T18602,Cloud,2025-01-05T19:48:00.000Z,0.500796855,0.729228151,0.859165234,0.584256168,17405,4530,880
T18611,Finance,2025-01-22T02:14:00.000Z,0.500796855,0.231974842,0.224924318,0.351373548,7505,4079,959
T18620,Sports,2025-01-09T09:07:00.000Z,0.76943307,0.257006259,0.694587503,0.888934743,5214,2494,527
T1863,Cloud,2025-01-19T08:52:00.000Z,0.500796855,0.073437175,0.126019833,0.504428297,18581,3671,686
T18643,Sports,2025-01-05T13:19:00.000Z,0.367603776,0.963903376,0.458731249,0.923735605,4512,970,30
T18657,Finance,2025-01-09T12:57:00.000Z,0.039288324,0.964235096,0.360265948,0.611073399,10603,4842,396
T18659,Finance,2025-01-15T19:34:00.000Z,0.699802944,0.839598046,0.492344545,0.040802636,10130,1307,421
T18664,AI,2025-01-15T10:15:00.000Z,0.819841694,0.481496666,0.933696701,0.584843552,10130,1255,526
T18681,AI,2025-01-09T08:45:00.000Z,0.829509699,0.49738816,0.889400493,0.192469478,936,1061,88
T18683,Sports,2025-01-08T18:56:00.000Z,0.654439688,0.209965926,0.904034256,0.404513358,6978,2494,611
T18687,AI,2025-01-02T19:13:00.000Z,0.500796855,0.116567273,0.401059963,0.272464035,12785,3982,781
T18710,Finance,2025-01-16T00:32:00.000Z,0.500796855,0.567220362,0.24332141,0.759872168,50,3589,49
T18717,AI,2025-01-08T14:31:00.000Z,0.500796855,0.109115603,0.857038011,0.927963233,9724,2867,924
T18722,Cloud,2025-01-20T23:54:00.000Z,0.940568713,0.093773427,0.661607038,0.25441995,10130,3225,100
T18740,Sports,2025-01-14T15:16:00.000Z,0.615704954,0.964660281,0.120117786,0.257953966,2286,2494,306
T18741,AI,2025-01-03T08:56:00.000Z,0.500796855,0.044543515,0.587648773,0.013181998,5752,557,154
T18750,AI,2025-01-20T08:11:00.000Z,0.500796855,0.041459473,0.810476038,0.666605164,218,2774,571
T18751,Sports,2025-01-23T19:53:00.000Z,0.589413206,0.756845778,0.205667857,0.309601312,17359,2143,956
T18759,Cloud,2025-01-13T02:49:00.000Z,0.500796855,0.781824433,0.099493477,0.238944144,3550,1112,661
T18768,AI,2025-01-10T16:26:00.000Z,0.475735845,0.017196493,0.81320205,0.607657198,15247,472,151
T18778,Sports,2025-01-04T21:28:00.000Z,0.500796855,0.49738816,0.420959567,0.808121651,4691,1781,611
T18793,AI,2025-01-19T06:04:00.000Z,0.588417838,0.933750057,0.99836177,0.034883802,15462,1079,23
T18799,Cloud,2025-01-01T12:48:00.000Z,0.500796855,0.49738816,0.872554776,0.504428297,12551,2472,45
T18804,Sports,2025-01-16T04:50:00.000Z,0.887832597,0.345428599,0.150346896,0.385521271,10130,748,127
T18809,Sports,2025-01-10T20:25:00.000Z,0.862272327,0.59110205,0.111128295,0.492999335,16215,4602,707
T18819,Cloud,2025-01-06T07:20:00.000Z,0.819407884,0.2857172,0.878010156,0.697621703,1456,845,365
T18820,AI,2025-01-14T07:47:00.000Z,0.500796855,0.239057002,0.574862826,0.262374838,5175,2494,869
T18827,AI,2025-01-13T21:21:00.000Z,0.500796855,0.729398594,0.287921478,0.119556608,9339,2775,685
T18848,Sports,2025-01-21T00:06:00.000Z,0.667408663,0.145918293,0.761764349,0.761989711,13207,3548,285
T18867,AI,2025-01-10T17:04:00.000Z,0.500796855,0.153335877,0.15439433,0.398374569,3412,2034,501
T18868,Finance,2025-01-23T19:59:00.000Z,0.500796855,0.410634889,0.551196348,0.516559536,18574,3998,684
T18872,Cloud,2025-01-02T19:54:00.000Z,0.427554255,0.235416382,0.7742392,0.934249858,14540,487,267
T18886,AI,2025-01-03T18:09:00.000Z,0.9597182,0.735573202,0.793688566,0.504165564,19691,3540,476
T18888,Sports,2025-01-15T12:11:00.000Z,0.713704144,0.488863401,0.447718974,0.847487315,5850,1693,874
T18892,Cloud,2025-01-01T21:12:00.000Z,0.038341225,0.322949723,0.122146096,0.630721943,17505,2421,178
T18896,Finance,2025-01-07T03:29:00.000Z,0.976066398,0.2422233,0.715786555,0.261054267,8445,357,756
T189,AI,2025-01-06T18:25:00.000Z,0.231081703,0.49738816,0.05302689,0.797700154,17365,589,649
T18913,Sports,2025-01-20T20:19:00.000Z,0.13795056,0.609629105,0.328335451,0.74485225,0,3289,117
T18918,Cloud,2025-01-01T06:57:00.000Z,0.500796855,0.193951257,0.267007347,0.552107819,17437,4464,423
T18932,AI,2025-01-15T20:09:00.000Z,0.500796855,0.688923079,0.740627337,0.411534927,4865,330,693
T18941,Finance,2025-01-21T07:28:00.000Z,0.552963847,0.193937301,0.096130993,0.768843797,17820,759,202
T18950,AI,2025-01-15T06:44:00.000Z,0.500796855,0.075506825,0.273117186,0.313651477,13505,4860,381
T1896,Finance,2025-01-12T10:24:00.000Z,0.500796855,0.49738816,0.212936025,0.97358281,481,2777,988
T18969,Finance,2025-01-23T03:54:00.000Z,0.472728383,0.668565303,0.133603031,0.611491808,15883,4319,468
T18973,Finance,2025-01-19T13:25:00.000Z,0.53285665,0.49738816,0.824691635,0.056938215,16719,1536,50
T18987,Cloud,2025-01-20T08:58:00.000Z,0.500796855,0.49738816,0.582046874,0.849580921,4508,3640,809
T1900,Sports,2025-01-01T12:39:00.000Z,0.500796855,0.141942527,0.7810427,0.333657746,13538,860,373
T19002,Sports,2025-01-23T20:09:00.000Z,0.500796855,0.489870478,0.066042978,0.269324748,10542,2494,988
T19014,Sports,2025-01-15T01:23:00.000Z,0.210983712,0.49738816,0.845840054,0.266278189,9509,4164,929
T19035,AI,2025-01-19T00:07:00.000Z,0.631000391,0.608338853,0.463425371,0.777676288,3500,687,77
T19039,Sports,2025-01-13T04:24:00.000Z,0.500796855,0.416136952,0.450043164,0.537565693,13470,4430,98
T1905,Cloud,2025-01-06T13:32:00.000Z,0.803106284,0.071373532,0.470104291,0.338206872,14449,1009,30
T19056,Finance,2025-01-11T00:36:00.000Z,0.500796855,0.585193667,0.697648266,0.488428131,7879,3266,868
T19076,Cloud,2025-01-17T13:59:00.000Z,0.502513925,0.129054521,0.488317961,0.837803398,15776,4449,892
T19077,Cloud,2025-01-08T06:33:00.000Z,0.687935469,0.198779411,0.186493121,0.788387156,8676,319,651
T19078,Cloud,2025-01-20T20:33:00.000Z,0.366920026,0.141288517,0.3326663,0.892984522,2458,1741,449
T19090,Cloud,2025-01-16T04:29:00.000Z,0.500796855,0.527359407,0.378586059,0.570379623,12976,3232,860
T19092,AI,2025-01-05T07:07:00.000Z,0.500796855,0.467850334,0.100334972,0.521299204,16923,3416,636
T191,Cloud,2025-01-17T06:27:00.000Z,0.571836743,0.276046896,0.235109409,0.630016349,6452,2384,237
T1910,Cloud,2025-01-21T05:40:00.000Z,0.811683803,0.627885794,0.382183958,0.806631233,10130,3290,516
T19105,Cloud,2025-01-21T22:29:00.000Z,0.822982098,0.545315734,0.91307777,0.464595766,15369,3503,439
T19111,Sports,2025-01-08T14:00:00.000Z,0.970972933,0.163896429,0.197069579,0.455323719,16329,1267,256
T19125,Finance,2025-01-18T02:31:00.000Z,0.14256633,0.829038862,0.80321169,0.983667872,4306,2290,347
T1914,AI,2025-01-07T16:33:00.000Z,0.156665552,0.997574332,0.579081895,0.371284667,16047,994,900
T19142,AI,2025-01-12T05:45:00.000Z,0.6517293,0.485329631,0.733430249,0.524821095,10130,952,16
T19156,Finance,2025-01-22T19:07:00.000Z,0.500796855,0.605397351,0.492344545,0.625873155,12919,2953,549
T19158,Cloud,2025-01-10T21:32:00.000Z,0.500796855,0.846057155,0.399004681,0.535361463,9049,4670,37
T19179,Sports,2025-01-19T20:23:00.000Z,0.500796855,0.531248674,0.139432114,0.848550276,451,4494,52
T19186,Finance,2025-01-12T22:20:00.000Z,0.500796855,0.815560426,0.809930306,0.781535641,3312,244,668
T19187,Sports,2025-01-05T19:36:00.000Z,0.127749862,0.12821438,0.100681169,0.707982188,11406,311,990
T19189,Finance,2025-01-07T16:31:00.000Z,0.500796855,0.313590351,0.939274165,0.704397,13734,773,147
T19209,Cloud,2025-01-01T10:51:00.000Z,0.500796855,0.784087565,0.533068824,0.598833714,1127,3548,141
T1921,Finance,2025-01-09T17:28:00.000Z,0.500796855,0.936390529,0.979609947,0.050535552,5884,404,301
T19248,Cloud,2025-01-03T11:13:00.000Z,0.273509905,0.626968654,0.473167783,0.698299891,14654,681,742
T19251,AI,2025-01-13T10:35:00.000Z,0.500796855,0.490429509,0.661762711,0.389894927,6983,4147,709
T1926,Finance,2025-01-03T19:57:00.000Z,0.443442897,0.894257497,0.427425595,0.224754199,9667,4353,58
T19267,Sports,2025-01-06T02:47:00.000Z,0.281865728,0.058065161,0.834409425,0.21518242,16616,2569,751
T19280,Finance,2025-01-13T23:30:00.000Z,0.500796855,0.602238964,0.471794804,0.761627235,14505,2494,336
T19302,Cloud,2025-01-15T11:00:00.000Z,0.500796855,0.573378238,0.155744848,0.425207927,920,660,723
T19309,Finance,2025-01-03T15:28:00.000Z,0.500796855,0.06776292,0.4659326,0.917449842,17285,631,835
T19316,Cloud,2025-01-01T12:14:00.000Z,0.793042011,0.635506238,0.559380302,0.589226189,3649,3997,501
T19354,Cloud,2025-01-23T09:06:00.000Z,0.94312891,0.734793727,0.397723035,0.110233146,3869,2470,147
T19359,Finance,2025-01-22T00:46:00.000Z,0.924362325,0.453820547,0.579079733,0.350517576,17910,2682,814
T19362,AI,2025-01-23T06:49:00.000Z,0.500796855,0.541700408,0.47953776,0.020004099,15317,2877,737
T19381,Sports,2025-01-20T10:17:00.000Z,0.500796855,0.846838189,0.472978631,0.928788579,14322,260,895
T19382,AI,2025-01-01T03:00:00.000Z,0.500796855,0.875104395,0.864400214,0.655593651,6743,3918,501
T19386,Sports,2025-01-20T21:50:00.000Z,0.942145696,0.557134355,0.169616895,0.092870076,11041,3466,952
T19388,Cloud,2025-01-13T03:22:00.000Z,0.5766259,0.662519465,0.915887101,0.130927916,13247,2426,767
T19395,Sports,2025-01-06T06:21:00.000Z,0.495339223,0.933314116,0.325299114,0.027443313,3407,1629,975
T1940,Cloud,2025-01-15T06:30:00.000Z,0.500796855,0.464138793,0.674342219,0.253342603,11117,3328,504
T19416,AI,2025-01-07T04:03:00.000Z,0.335300689,0.187266138,0.691488275,0.675011806,2057,329,448
T19417,Sports,2025-01-16T06:40:00.000Z,0.176636321,0.98863787,0.454965816,0.861457137,7390,2584,361
T19419,Sports,2025-01-18T15:36:00.000Z,0.500796855,0.649382538,0.810988629,0.403299562,764,552,323
T19428,Cloud,2025-01-23T16:41:00.000Z,0.144450978,0.144399528,0.319056003,0.420959056,775,3175,405
T1943,Cloud,2025-01-08T15:10:00.000Z,0.500796855,0.702232055,0.519198293,0.800018041,14238,2229,699
T19438,Finance,2025-01-18T13:24:00.000Z,0.810425289,0.102821743,0.341135074,0.391013104,1338,1292,62
T19444,Finance,2025-01-23T23:34:00.000Z,0.500796855,0.185643178,0.606215318,0.201004285,8572,651,911
T19453,Sports,2025-01-24T02:02:00.000Z,0.500796855,0.431572138,0.883807667,0.263379921,14865,906,224
T19454,Sports,2025-01-23T11:31:00.000Z,0.915499019,0.49738816,0.298710963,0.574085395,3079,2494,501
T19458,AI,2025-01-19T20:15:00.000Z,0.500796855,0.478199911,0.878198645,0.68596091,3623,3123,600
T19464,Cloud,2025-01-23T16:30:00.000Z,0.178167905,0.323671021,0.394563886,0.860020297,557,4003,297
T19466,Cloud,2025-01-18T23:44:00.000Z,0.030270632,0.501580953,0.315678465,0.465033015,12564,1631,71
T19475,Cloud,2025-01-07T16:13:00.000Z,0.289367099,0.465268925,0.83736777,0.545051719,19496,2360,501
T19476,Sports,2025-01-15T22:08:00.000Z,0.224631392,0.924875091,0.752083643,0.112623339,16783,2905,92
T19481,Sports,2025-01-12T02:09:00.000Z,0.500796855,0.397772362,0.16331344,0.07021075,19483,4334,324
T19507,Finance,2025-01-08T10:31:00.000Z,0.41635023,0.291003162,0.562641583,0.690608856,11448,3603,992
T19523,Sports,2025-01-10T15:22:00.000Z,0.500796855,0.622427438,0.061634905,0.776942186,18787,102,407
T19528,Finance,2025-01-12T18:32:00.000Z,0.446630703,0.665895469,0.469380421,0.243843278,10655,2454,970
T19532,AI,2025-01-15T18:24:00.000Z,0.178677293,0.332277573,0.300318643,0.691409518,4124,189,140
T19535,Cloud,2025-01-02T14:34:00.000Z,0.500796855,0.452111184,0.562880772,0.603198895,12485,3659,474
T19537,Cloud,2025-01-08T03:01:00.000Z,0.500796855,0.657152194,0.468523777,0.86912179,7066,42,618
T19546,AI,2025-01-13T07:59:00.000Z,0.325561818,0.735493026,0.389936222,0.122773672,14808,170,763
T19557,Sports,2025-01-23T16:27:00.000Z,0.500796855,0.14363486,0.295298851,0.504428297,10130,4166,408
T19561,Finance,2025-01-18T03:36:00.000Z,0.660158931,0.662821573,0.397867611,0.210764844,10130,622,458
T19574,Sports,2025-01-12T17:20:00.000Z,0.464336022,0.540298733,0.492344545,0.769500034,12044,311,565
T19575,Cloud,2025-01-02T05:04:00.000Z,0.500796855,0.1833681,0.580272311,0.961859413,8310,81,618
T19581,Finance,2025-01-18T23:19:00.000Z,0.500796855,0.49738816,0.093067485,0.076574235,10187,4204,337
T19584,AI,2025-01-10T09:40:00.000Z,0.500796855,0.412884723,0.118389945,0.612430702,10130,4884,708
T19593,Sports,2025-01-16T09:26:00.000Z,0.51916384,0.917530311,0.800503182,0.504428297,9102,4449,501
T19611,Sports,2025-01-19T12:12:00.000Z,0.820570972,0.089689348,0.654243635,0.291992631,8256,2864,222
T19619,Finance,2025-01-10T01:36:00.000Z,0.500796855,0.815283568,0.148489239,0.509015193,2370,4075,922
T19621,Cloud,2025-01-21T14:01:00.000Z,0.066615434,0.282954171,0.847173756,0.504428297,10415,3778,372
T19644,Sports,2025-01-06T10:49:00.000Z,0.500796855,0.560602544,0.23736164,0.091522487,834,2271,141
T19646,Cloud,2025-01-09T04:04:00.000Z,0.500796855,0.632744874,0.067018187,0.029453303,15636,2432,595
T19647,Cloud,2025-01-17T04:11:00.000Z,0.500796855,0.562728693,0.710636014,0.404044758,982,3690,762
T19656,AI,2025-01-22T23:52:00.000Z,0.500796855,0.523930167,0.492344545,0.950782798,2948,4049,501
T19658,Sports,2025-01-11T11:02:00.000Z,0.424966625,0.898916622,0.804686566,0.442240852,9608,578,283
T19683,Sports,2025-01-14T04:36:00.000Z,0.746690599,0.486345685,0.078802646,0.052781069,5785,511,98
T19692,Cloud,2025-01-09T09:39:00.000Z,0.38412322,0.862728932,0.971106498,0.437744611,8448,4117,415
T19698,Finance,2025-01-20T12:41:00.000Z,0.500796855,0.656505252,0.75436258,0.44353479,16509,1634,399
T19710,Cloud,2025-01-11T16:19:00.000Z,0.725289007,0.812079266,0.492344545,0.77329053,15869,1919,943
T19716,Finance,2025-01-12T08:58:00.000Z,0.236080679,0.228499277,0.716028084,0.311491042,4499,2107,255
T19735,Cloud,2025-01-10T17:02:00.000Z,0.500796855,0.118739286,0.035212882,0.077412276,1989,3165,956
T19742,AI,2025-01-09T23:30:00.000Z,0.500796855,0.09159755,0.300276526,0.288739898,9833,1366,89
T19752,Finance,2025-01-11T05:00:00.000Z,0.888683657,0.490478596,0.058195813,0.931978424,10130,3766,741
T19753,AI,2025-01-18T19:48:00.000Z,0.530826796,0.849732393,0.467439238,0.421308215,11372,3266,766
T19757,AI,2025-01-04T17:10:00.000Z,0.500796855,0.317152428,0.63421399,0.67535141,6013,445,894
T19767,AI,2025-01-14T20:09:00.000Z,0.500796855,0.49738816,0.091556678,0.4278924,546,3766,184
T19777,AI,2025-01-07T17:42:00.000Z,0.500796855,0.290304651,0.213273776,0.323424469,9343,3068,345
T19798,Cloud,2025-01-02T03:14:00.000Z,0.027261053,0.955681258,0.244806825,0.376726639,11941,3207,363
T1982,AI,2025-01-09T03:48:00.000Z,0.500796855,0.931833345,0.981306922,0.84927202,16385,1345,805
T19821,Sports,2025-01-17T12:47:00.000Z,0.338431621,0.580254377,0.074330383,0.47994775,3178,3918,226
T19823,Sports,2025-01-15T12:43:00.000Z,0.500796855,0.731637476,0.189184876,0.49871414,9275,1886,870
T1983,Finance,2025-01-04T07:02:00.000Z,0.500796855,0.586696805,0.981491404,0.580214864,18491,4674,296
T19844,Finance,2025-01-01T10:39:00.000Z,0.288168213,0.780243166,0.581806575,0.711377239,9920,4203,660
T19850,Finance,2025-01-22T17:05:00.000Z,0.081970521,0.274309693,0.979582575,0.064742702,1279,1233,189
T19855,Cloud,2025-01-20T16:52:00.000Z,0.500796855,0.549384624,0.653714593,0.308952944,11297,4524,188
T19863,Finance,2025-01-12T06:09:00.000Z,0.745427241,0.60912375,0.331210422,0.64881384,359,2608,689
T19871,AI,2025-01-15T21:46:00.000Z,0.500796855,0.75223774,0.103753063,0.45498032,13347,756,150
T19889,Sports,2025-01-13T08:05:00.000Z,0.500796855,0.054059894,0.658522742,0.535958648,17092,2494,96
T19890,AI,2025-01-02T09:36:00.000Z,0.500796855,0.275738109,0.841815647,0.825567203,7131,1075,201
T19891,Cloud,2025-01-13T10:10:00.000Z,0.500796855,0.276570641,0.573575233,0.522503265,4478,1243,400
T19908,AI,2025-01-12T01:20:00.000Z,0.500796855,0.540966014,0.606122176,0.015480792,13301,1281,153
T19910,AI,2025-01-04T13:57:00.000Z,0.690685605,0.322972482,0.789420014,0.367620146,7896,4829,867
T19913,Sports,2025-01-11T14:29:00.000Z,0.7907384,0.583551107,0.385150698,0.180759835,14993,4766,501
T1992,Cloud,2025-01-04T17:59:00.000Z,0.016669058,0.622828315,0.19701334,0.598160374,15524,1598,748
T19933,Sports,2025-01-22T22:44:00.000Z,0.610483269,0.453487774,0.690921057,0.059171727,10130,2185,329
T19935,Cloud,2025-01-22T10:19:00.000Z,0.901452602,0.124697646,0.411510838,0.532057442,1235,4663,501
T19944,Finance,2025-01-16T11:18:00.000Z,0.500796855,0.594583768,0.330197777,0.773899312,13403,2010,893
T19950,Cloud,2025-01-18T03:37:00.000Z,0.072299569,0.223160603,0.129788756,0.924931375,1713,2964,289
T19953,Sports,2025-01-17T04:13:00.000Z,0.500796855,0.840073791,0.202178059,0.504428297,15019,2276,239
T19961,Finance,2025-01-22T18:43:00.000Z,0.380115858,0.440327951,0.232077245,0.903084395,9438,4057,501
T19967,Finance,2025-01-23T23:06:00.000Z,0.244588325,0.49738816,0.993385346,0.811832917,17583,4485,356
T1999,Sports,2025-01-06T13:46:00.000Z,0.500796855,0.294202589,0.01694486,0.589267027,19298,2779,679
T19991,Finance,2025-01-08T22:55:00.000Z,0.500796855,0.598459955,0.224793572,0.448187475,14161,1055,578
T19996,Finance,2025-01-14T20:28:00.000Z,0.538947013,0.170579347,0.184970621,0.211379899,7886,2494,557
T20006,Finance,2025-01-17T17:30:00.000Z,0.78293791,0.30931522,0.397984534,0.162050434,16504,272,644
T2004,Finance,2025-01-09T23:27:00.000Z,0.500796855,0.88883781,0.683095052,0.954591127,18228,1527,533
T20041,Cloud,2025-01-16T21:15:00.000Z,0.525967116,0.984206813,0.297120064,0.149063921,1656,4447,501
T20047,Cloud,2025-01-18T23:10:00.000Z,0.232415361,0.910648572,0.095417449,0.484919633,10130,1722,202
T20056,AI,2025-01-11T12:45:00.000Z,0.684110385,0.848068765,0.246302482,0.62133899,13256,3647,501
T20065,Finance,2025-01-22T14:59:00.000Z,0.665982474,0.930395683,0.701176872,0.630905116,229,2166,547
T20068,AI,2025-01-03T15:36:00.000Z,0.182128271,0.693387125,0.879140556,0.241456326,8317,4013,256
T20069,Finance,2025-01-07T13:01:00.000Z,0.925190376,0.927615758,0.357646443,0.438962798,6221,1593,501
T20075,Finance,2025-01-20T21:27:00.000Z,0.500796855,0.49738816,0.502732191,0.93383512,7031,4594,915
T20078,Finance,2025-01-19T23:17:00.000Z,0.500796855,0.153138201,0.492344545,0.939213495,17389,1679,995
T20095,Finance,2025-01-08T12:19:00.000Z,0.500796855,0.694199362,0.855100181,0.926448977,10359,2653,933
T20122,Sports,2025-01-14T03:20:00.000Z,0.607766309,0.49738816,0.744604001,0.205647482,542,3142,198
T20125,Cloud,2025-01-23T20:23:00.000Z,0.61671397,0.649017879,0.242409716,0.399872993,4370,2008,262
T2015,Sports,2025-01-02T03:19:00.000Z,0.775124337,0.151928422,0.492344545,0.980346965,13169,1384,196
T20178,Finance,2025-01-19T06:16:00.000Z,0.995440108,0.193833242,0.467931608,0.42036021,3351,2093,637
T20182,Cloud,2025-01-15T02:08:00.000Z,0.532606393,0.49738816,0.119753787,0.70154026,11346,2494,574
T20206,Finance,2025-01-15T20:19:00.000Z,0.498402345,0.582962867,0.411645915,0.504428297,18304,2206,729
T20214,AI,2025-01-11T15:30:00.000Z,0.076014376,0.854341452,0.049327173,0.674348728,2777,4901,281
T20218,AI,2025-01-18T05:15:00.000Z,0.044744402,0.588029803,0.48316007,0.485954882,12975,2256,918
T20232,AI,2025-01-15T09:32:00.000Z,0.746191378,0.224507327,0.137444479,0.504428297,6717,29,767
T20237,AI,2025-01-09T17:15:00.000Z,0.748475616,0.39435971,0.093893799,0.253199782,9731,4853,224
T20240,Finance,2025-01-14T18:55:00.000Z,0.500796855,0.128140308,0.58587164,0.705255588,12764,82,826
T20241,Finance,2025-01-02T01:48:00.000Z,0.499702964,0.175656258,0.394390742,0.168492113,6636,4426,321
T20258,AI,2025-01-06T01:15:00.000Z,0.500796855,0.993428188,0.084985014,0.739475105,1527,3847,881
T20259,Cloud,2025-01-06T01:19:00.000Z,0.500796855,0.104670508,0.412566245,0.671818093,11615,1247,647
T20265,Sports,2025-01-01T02:09:00.000Z,0.255595972,0.895642558,0.074046911,0.504428297,4215,4120,501
T20269,Finance,2025-01-20T19:22:00.000Z,0.500796855,0.251207022,0.799734727,0.360583493,1651,3993,644
T20284,Finance,2025-01-10T03:27:00.000Z,0.500796855,0.192969719,0.812655206,0.740440399,15181,2521,743
T20288,Finance,2025-01-02T12:13:00.000Z,0.073158942,0.408865196,0.837477015,0.34463489,14808,4679,238
T20297,Cloud,2025-01-13T13:04:00.000Z,0.259157127,0.788327349,0.146049424,0.80731831,3940,409,556
T20300,Cloud,2025-01-15T14:20:00.000Z,0.500796855,0.454456847,0.459901018,0.732354696,10130,3769,544
T20315,Cloud,2025-01-09T19:45:00.000Z,0.974472066,0.841780177,0.492344545,0.265354924,7087,2056,88
T20316,Sports,2025-01-20T01:52:00.000Z,0.613297839,0.49738816,0.498944892,0.868088494,7193,3300,710
T20317,AI,2025-01-09T11:37:00.000Z,0.500796855,0.28380582,0.07303402,0.432737584,14453,3480,688
T20331,Cloud,2025-01-17T10:13:00.000Z,0.347737349,0.180589942,0.747682807,0.84472465,721,2494,235
T20335,Cloud,2025-01-15T22:30:00.000Z,0.662462863,0.484116991,0.192667335,0.772517301,13711,1399,232
T20337,Sports,2025-01-11T08:01:00.000Z,0.500796855,0.613845289,0.7149669,0.504428297,10079,3802,816
T20344,Sports,2025-01-10T12:11:00.000Z,0.500796855,0.698914354,0.349967176,0.287338909,2479,1235,501
