trend_timestamp,topic_category,country,tweet_volume,mention_count,retweet_count,trend_score,sentiment_index,impressions,engagement_count
22-01-2025,Cloud,India,6661,4999,4472,0.775528656,0.83291713,72361,28980
22-01-2025,Cloud,UK,2701,8541,529,0.09791537,0.296723973,11200,18589
22-01-2025,Cloud,USA,3744,1067,6254,0.500161305,0.504272069,44481,29430
22-01-2025,Finance,Germany,9452,9816,7834,0.500161305,0.706343072,74530,48620
22-01-2025,Finance,India,7600,5222,4849,0.960060682,0.504272069,66888,11616
22-01-2025,Finance,UK,4747,4262,8802,0.500161305,0.919117837,84362,49585
22-01-2025,Finance,USA,1402,8268,8884,0.489621285,0.402881357,99562,4258
22-01-2025,Sports,Germany,4391,1446,7526,0.288869933,0.135443655,51175,25609
22-01-2025,Sports,India,2716,5896,4383,0.500161305,0.729777148,32441,47089
22-01-2025,Sports,UK,2167,1252,5462,0.500161305,0.019776647,23135,17572
22-01-2025,Sports,USA,6993,4999,3522,0.160701866,0.429729837,76708,41893
23-01-2025,AI,Germany,3236,5179,3326,0.500161305,0.603107369,20285,10904
23-01-2025,AI,India,5067,1458,8752,0.219968104,0.797604257,17048,25344
23-01-2025,AI,UK,3118,5003,8910,0.675062613,0.779248867,36548,24131
23-01-2025,AI,USA,7591,6112,340,0.307878358,0.378278712,16962,19862
23-01-2025,Cloud,Germany,3658,9084,5465,0.500161305,0.573054223,91651,12568
23-01-2025,Cloud,India,2505,2849,381,0.308036067,0.491679127,78419,9166
23-01-2025,Cloud,UK,5462,372,2346,0.407844084,0.553267181,31247,46369
23-01-2025,Cloud,USA,6188,4999,1757,0.259383952,0.334466347,68155,9552
23-01-2025,Finance,Germany,5758,6032,8056,0.910015319,0.340923477,63872,25609
23-01-2025,Finance,India,6805,3261,5090,0.383246635,0.64759702,36198,42786
23-01-2025,Finance,UK,7612,9545,4550,0.500161305,0.035448917,78562,10699
23-01-2025,Finance,USA,6941,9061,2332,0.258148163,0.533366708,14417,23799
23-01-2025,Sports,Germany,5067,1686,7992,0.500161305,0.667063758,27937,45857
23-01-2025,Sports,India,641,1792,4984,0.500161305,0.820187827,7802,44507
23-01-2025,Sports,UK,3404,1829,7234,0.500161305,0.042841875,14158,11492
23-01-2025,Sports,USA,9870,4432,8357,0.500161305,0.341061845,99611,5059
24-01-2025,AI,Germany,3817,5805,9199,0.500161305,0.615050945,30779,23730
24-01-2025,AI,India,4188,2880,2070,0.500161305,0.688725855,8328,24650
24-01-2025,AI,USA,3179,721,4074,0.970766557,0.980219841,75953,42193
24-01-2025,Cloud,Germany,5067,3331,4687,0.500161305,0.422811492,10529,8323
24-01-2025,Cloud,India,8133,7952,5999,0.481296579,0.14939034,52708,10932
24-01-2025,Cloud,UK,1527,7561,4900,0.500161305,0.48601022,76841,22293
24-01-2025,Cloud,USA,617,9539,6871,0.500161305,0.077453838,43936,2214
24-01-2025,Finance,India,9124,9862,518,0.318475657,0.301603296,16490,7655
24-01-2025,Finance,UK,5067,2148,7313,0.500161305,0.54646309,4768,29716
24-01-2025,Finance,USA,2722,7792,9806,0.500161305,0.903815483,15113,8372
24-01-2025,Sports,Germany,2989,4696,8841,0.630410067,0.282389466,19334,18542
24-01-2025,Sports,UK,2136,1988,4984,0.500161305,0.96782818,14958,37022
24-01-2025,Sports,USA,9304,1405,9310,0.800904774,0.785860576,89125,44882
